Time	[IRS1]	[IRS1a]	[IRS1pS636_639]	[Akt]	[AktpT308]	[TSC2]	[TSC2pT1462]	[PRAS40]	[PRAS40pT246]	[S6K]	[S6KpT389]	[FourEBP1]	[FourEBP1pT37_46]	[_PI3K]	[pPI3K]	[pmTORC1]	[_mTORC1]	Values[Insulin]	Values[AA]	Values[_mTORC1cyt]	Values[mTORC1lys]	Values[_kIRS1In]	Values[_kIRS1Out]	Values[_kIRS1Out2]	Values[_kIRS1ActBasal]	Values[_kIRS1Act_km]	Values[_kIRS1Act_kcat]	Values[kIRS1Inact]	Values[_kIRS1Phos_km]	Values[_kIRS1Phos_kcat]	Values[_kPI3KPhos_km]	Values[_kPI3KPhos_kcat]	Values[kPI3KDephos]	Values[_kAktPhos_km]	Values[_kAktPhos_kcat]	Values[kAktDephos]	Values[_kAktIn]	Values[_kAktOut]	Values[_kTSC2Phos_km]	Values[_kTSC2Phos_kcat]	Values[_kTSC2Dephos]	Values[_kTSCIn]	Values[_kTSCOut]	Values[_kmTORC1PhosBasal]	Values[_kmTORC1Phos_km]	Values[_kmTORC1Phos_vmax]	Values[_kmTORC1Dephos_km]	Values[_kmTORC1Dephos_kcat]	Values[_kPras40In]	Values[_kPras40Out]	Values[_kPras40Phos_km]	Values[_kPras40Phos_kcat]	Values[kPras40Dephos]	Values[_kFourEBP1In]	Values[_kFourEBP1Out]	Values[_kFourEBP1Phos_km]	Values[_kFourEBP1Phos_kcat]	Values[kFourEBP1Dephos]	Values[_kS6KIn]	Values[_kS6KOut]	Values[_kS6KPhos_km]	Values[_kS6KPhos_kcat]	Values[kS6KDephos]	Values[_IRS1pS636_639_sf]	Values[_AktpT308_sf]	Values[_TSC2pT1462_sf]	Values[_PRAS40pT246_sf]	Values[_FourEBP1pT37_46_sf]	Values[_S6KpT389_sf]	Values[IRS1pS636_639_obs]	Values[AktpT308_obs]	Values[TSC2pT1462_obs]	Values[PRAS40pT246_obs]	Values[FourEBP1pT37_46_obs]	Values[S6KpT389_obs]	Values[mTORC1]	Values[TSC]
0.42	4.87508	2.67508	0.0931017	6.83471	0.191048	3.14271	6.60048	6.90677	0.107149	6.85064	0.17268	6.85064	0.17268	9.49167	0.608332	0.527329	0.572671	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0931017	0.191048	6.60048	0.107149	0.17268	0.17268	1	1
0.43	4.80687	2.70361	0.0934383	6.77248	0.195239	3.18529	6.53626	6.84738	0.107761	6.78955	0.175569	6.78955	0.175569	9.47351	0.626486	0.534552	0.565448	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0934383	0.195239	6.53626	0.107761	0.175569	0.175569	1	1
0.44	4.7403	2.73115	0.0937962	6.71078	0.199519	3.22677	6.47272	6.78856	0.108401	6.72904	0.178487	6.72904	0.178487	9.45529	0.644708	0.541672	0.558328	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0937962	0.199519	6.47272	0.108401	0.178487	0.178487	1	1
0.45	4.67535	2.75771	0.0941754	6.64961	0.203887	3.26717	6.40985	6.7303	0.109071	6.66911	0.181431	6.66911	0.181431	9.43701	0.662988	0.548692	0.551308	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0941754	0.203887	6.40985	0.109071	0.181431	0.181431	1	1
0.46	4.61195	2.78332	0.0945757	6.58897	0.208341	3.3065	6.34765	6.67259	0.10977	6.60974	0.184401	6.60974	0.184401	9.41868	0.681315	0.555613	0.544387	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0945757	0.208341	6.34765	0.10977	0.184401	0.184401	1	1
0.47	4.55009	2.80801	0.094997	6.52884	0.212878	3.3448	6.2861	6.61542	0.110499	6.55095	0.187394	6.55095	0.187394	9.40032	0.699682	0.562437	0.537563	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.094997	0.212878	6.2861	0.110499	0.187394	0.187394	1	1
0.48	4.4897	2.8318	0.0954394	6.46923	0.217496	3.38206	6.2252	6.55879	0.111259	6.49271	0.190411	6.49271	0.190411	9.38192	0.718079	0.569165	0.530835	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0954394	0.217496	6.2252	0.111259	0.190411	0.190411	1	1
0.49	4.43076	2.85472	0.0959026	6.41014	0.222193	3.41831	6.16495	6.50269	0.112049	6.43503	0.19345	6.43503	0.19345	9.3635	0.736498	0.5758	0.5242	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0959026	0.222193	6.16495	0.112049	0.19345	0.19345	1	1
0.5	4.37324	2.87678	0.0963866	6.35156	0.226965	3.45356	6.10534	6.44712	0.11287	6.37791	0.196509	6.37791	0.196509	9.34507	0.754931	0.582342	0.517658	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0963866	0.226965	6.10534	0.11287	0.196509	0.196509	1	1
0.51	4.31708	2.89802	0.0968912	6.29349	0.23181	3.48783	6.04636	6.39207	0.113721	6.32134	0.199588	6.32134	0.199588	9.32663	0.773371	0.588793	0.511207	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0968912	0.23181	6.04636	0.113721	0.199588	0.199588	1	1
0.52	4.26226	2.91844	0.0974164	6.23593	0.236725	3.52113	5.98801	6.33754	0.114604	6.26531	0.202684	6.26531	0.202684	9.30819	0.791809	0.595154	0.504846	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0974164	0.236725	5.98801	0.114604	0.202684	0.202684	1	1
0.53	4.20875	2.93808	0.097962	6.17887	0.241708	3.55348	5.93028	6.28353	0.115518	6.20982	0.205798	6.20982	0.205798	9.28976	0.810239	0.601428	0.498572	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.097962	0.241708	5.93028	0.115518	0.205798	0.205798	1	1
0.54	4.1565	2.95695	0.0985279	6.12232	0.246755	3.5849	5.87318	6.23001	0.116464	6.15486	0.208928	6.15486	0.208928	9.27135	0.828653	0.607615	0.492385	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0985279	0.246755	5.87318	0.116464	0.208928	0.208928	1	1
0.55	4.1055	2.97508	0.099114	6.06627	0.251863	3.61539	5.81668	6.177	0.117442	6.10044	0.212073	6.10044	0.212073	9.25295	0.847045	0.613717	0.486283	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.099114	0.251863	5.81668	0.117442	0.212073	0.212073	1	1
0.56	4.05569	2.99248	0.0997201	6.01072	0.25703	3.64498	5.76079	6.12448	0.118451	6.04655	0.215232	6.04655	0.215232	9.23459	0.865409	0.619735	0.480265	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.0997201	0.25703	5.76079	0.118451	0.215232	0.215232	1	1
0.57	4.00706	3.00917	0.100346	5.95566	0.262253	3.67368	5.70549	6.07246	0.119492	5.99318	0.218404	5.99318	0.218404	9.21626	0.883737	0.62567	0.47433	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.100346	0.262253	5.70549	0.119492	0.218404	0.218404	1	1
0.58	3.95958	3.02517	0.100992	5.90111	0.267528	3.7015	5.6508	6.02092	0.120565	5.94033	0.221588	5.94033	0.221588	9.19798	0.902024	0.631525	0.468475	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.100992	0.267528	5.6508	0.120565	0.221588	0.221588	1	1
0.59	3.91321	3.0405	0.101657	5.84704	0.272852	3.72846	5.59669	5.96986	0.121669	5.88799	0.224783	5.88799	0.224783	9.17973	0.920265	0.637299	0.462701	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.101657	0.272852	5.59669	0.121669	0.224783	0.224783	1	1
0.6	3.86792	3.05517	0.102341	5.79347	0.278222	3.75457	5.54316	5.91928	0.122805	5.83617	0.227987	5.83617	0.227987	9.16155	0.938454	0.642994	0.457006	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.102341	0.278222	5.54316	0.122805	0.227987	0.227987	1	1
0.61	3.82369	3.06921	0.103045	5.74039	0.283635	3.77984	5.49022	5.86917	0.123973	5.78485	0.231201	5.78485	0.231201	9.14342	0.956584	0.648612	0.451388	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.103045	0.283635	5.49022	0.123973	0.231201	0.231201	1	1
0.62	3.78049	3.08263	0.103768	5.68779	0.289088	3.80429	5.43784	5.81953	0.125173	5.73403	0.234423	5.73403	0.234423	9.12535	0.974653	0.654154	0.445846	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.103768	0.289088	5.43784	0.125173	0.234423	0.234423	1	1
0.63	3.7383	3.09545	0.10451	5.63569	0.294577	3.82794	5.38604	5.77035	0.126404	5.68372	0.237653	5.68372	0.237653	9.10735	0.992654	0.65962	0.44038	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.10451	0.294577	5.38604	0.126404	0.237653	0.237653	1	1
0.64	3.69708	3.10768	0.10527	5.58407	0.3001	3.85079	5.33479	5.72163	0.127666	5.63389	0.240889	5.63389	0.240889	9.08942	1.01058	0.665013	0.434987	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.10527	0.3001	5.33479	0.127666	0.240889	0.240889	1	1
0.65	3.65682	3.11934	0.106049	5.53293	0.305652	3.87286	5.2841	5.67336	0.128959	5.58456	0.24413	5.58456	0.24413	9.07157	1.02843	0.670332	0.429668	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.106049	0.305652	5.2841	0.128959	0.24413	0.24413	1	1
0.66	3.61749	3.13045	0.106847	5.48227	0.311232	3.89416	5.23397	5.62554	0.130284	5.53571	0.247376	5.53571	0.247376	9.0538	1.0462	0.67558	0.42442	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.106847	0.311232	5.23397	0.130284	0.247376	0.247376	1	1
0.67	3.57905	3.14101	0.107662	5.4321	0.316835	3.91471	5.18438	5.57817	0.131639	5.48735	0.250626	5.48735	0.250626	9.03611	1.06389	0.680757	0.419243	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.107662	0.316835	5.18438	0.131639	0.250626	0.250626	1	1
0.68	3.5415	3.15104	0.108495	5.3824	0.322459	3.93451	5.13533	5.53123	0.133024	5.43946	0.25388	5.43946	0.25388	9.01851	1.08149	0.685865	0.414135	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.108495	0.322459	5.13533	0.133024	0.25388	0.25388	1	1
0.69	3.50481	3.16056	0.109346	5.33318	0.3281	3.95358	5.08681	5.48474	0.13444	5.39205	0.257136	5.39205	0.257136	9.00101	1.09899	0.690904	0.409096	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.109346	0.3281	5.08681	0.13444	0.257136	0.257136	1	1
0.7	3.46895	3.16958	0.110215	5.28444	0.333756	3.97194	5.03882	5.43868	0.135885	5.3451	0.260393	5.3451	0.260393	8.9836	1.1164	0.695875	0.404125	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.110215	0.333756	5.03882	0.135885	0.260393	0.260393	1	1
0.71	3.43391	3.17812	0.111101	5.23617	0.339422	3.98959	4.99136	5.39304	0.13736	5.29863	0.263652	5.29863	0.263652	8.9663	1.1337	0.70078	0.39922	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.111101	0.339422	4.99136	0.13736	0.263652	0.263652	1	1
0.72	3.39966	3.18618	0.112004	5.18838	0.345097	4.00655	4.94442	5.34784	0.138865	5.25261	0.26691	5.25261	0.26691	8.94909	1.15091	0.705619	0.394381	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.112004	0.345097	4.94442	0.138865	0.26691	0.26691	1	1
0.73	3.36619	3.19379	0.112924	5.14105	0.350776	4.02283	4.898	5.30305	0.140398	5.20706	0.270169	5.20706	0.270169	8.932	1.168	0.710394	0.389606	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.112924	0.350776	4.898	0.140398	0.270169	0.270169	1	1
0.74	3.33347	3.20094	0.11386	5.09419	0.356458	4.03844	4.85208	5.25868	0.141959	5.16195	0.273426	5.16195	0.273426	8.91501	1.18499	0.715105	0.384895	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.11386	0.356458	4.85208	0.141959	0.273426	0.273426	1	1
0.75	3.30148	3.20766	0.114813	5.0478	0.362138	4.05339	4.80667	5.21472	0.143548	5.1173	0.276681	5.1173	0.276681	8.89814	1.20186	0.719753	0.380247	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.114813	0.362138	4.80667	0.143548	0.276681	0.276681	1	1
0.76	3.2702	3.21395	0.115782	5.00188	0.367815	4.0677	4.76176	5.17118	0.145165	5.0731	0.279934	5.0731	0.279934	8.88138	1.21862	0.72434	0.37566	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.115782	0.367815	4.76176	0.145165	0.279934	0.279934	1	1
0.77	3.23963	3.21983	0.116768	4.95642	0.373484	4.08137	4.71734	5.12804	0.146809	5.02934	0.283183	5.02934	0.283183	8.86474	1.23526	0.728865	0.371135	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.116768	0.373484	4.71734	0.146809	0.283183	0.283183	1	1
0.78	3.20973	3.22531	0.117769	4.91142	0.379144	4.09442	4.67341	5.0853	0.14848	4.98602	0.286429	4.98602	0.286429	8.84821	1.25179	0.733331	0.366669	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.117769	0.379144	4.67341	0.14848	0.286429	0.286429	1	1
0.79	3.18049	3.2304	0.118785	4.86688	0.384792	4.10686	4.62996	5.04296	0.150176	4.94313	0.289671	4.94313	0.289671	8.83182	1.26818	0.737737	0.362263	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.118785	0.384792	4.62996	0.150176	0.289671	0.289671	1	1
0.8	3.15189	3.23511	0.119817	4.8228	0.390424	4.1187	4.58699	5.00102	0.151898	4.90067	0.292908	4.90067	0.292908	8.81554	1.28446	0.742086	0.357914	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.119817	0.390424	4.58699	0.151898	0.292908	0.292908	1	1
0.81	3.12393	3.23945	0.120864	4.77918	0.396038	4.12995	4.5445	4.95947	0.153645	4.85865	0.296139	4.85865	0.296139	8.7994	1.3006	0.746376	0.353624	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.120864	0.396038	4.5445	0.153645	0.296139	0.296139	1	1
0.82	3.09657	3.24343	0.121925	4.73601	0.401632	4.14062	4.50248	4.91831	0.155417	4.81704	0.299365	4.81704	0.299365	8.78338	1.31662	0.750611	0.349389	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.121925	0.401632	4.50248	0.155417	0.299365	0.299365	1	1
0.83	3.06981	3.24706	0.123001	4.69329	0.407203	4.15072	4.46092	4.87754	0.157212	4.77586	0.302583	4.77586	0.302583	8.76749	1.33251	0.754789	0.345211	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.123001	0.407203	4.46092	0.157212	0.302583	0.302583	1	1
0.84	3.04363	3.25034	0.124092	4.65102	0.412749	4.16026	4.41982	4.83715	0.159031	4.73509	0.305795	4.73509	0.305795	8.75174	1.34826	0.758913	0.341087	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.124092	0.412749	4.41982	0.159031	0.305795	0.305795	1	1
0.85	3.01801	3.2533	0.125196	4.6092	0.418266	4.16926	4.37918	4.79713	0.160872	4.69474	0.308999	4.69474	0.308999	8.73612	1.36388	0.762982	0.337018	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.125196	0.418266	4.37918	0.160872	0.308999	0.308999	1	1
0.86	2.99295	3.25594	0.126315	4.56783	0.423753	4.17772	4.33898	4.7575	0.162735	4.6548	0.312195	4.6548	0.312195	8.72063	1.37937	0.766998	0.333002	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.126315	0.423753	4.33898	0.162735	0.312195	0.312195	1	1
0.87	2.96842	3.25826	0.127447	4.5269	0.429208	4.18565	4.29924	4.71823	0.16462	4.61526	0.315382	4.61526	0.315382	8.70528	1.39472	0.770961	0.329039	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.127447	0.429208	4.29924	0.16462	0.315382	0.315382	1	1
0.88	2.94441	3.26028	0.128592	4.48642	0.434627	4.19306	4.25993	4.67934	0.166526	4.57612	0.31856	4.57612	0.31856	8.69008	1.40992	0.774872	0.325128	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.128592	0.434627	4.25993	0.166526	0.31856	0.31856	1	1
0.89	2.92091	3.262	0.129751	4.44637	0.44001	4.19997	4.22105	4.64081	0.168451	4.53739	0.321729	4.53739	0.321729	8.67501	1.42499	0.778732	0.321268	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.129751	0.44001	4.22105	0.168451	0.321729	0.321729	1	1
0.9	2.89791	3.26343	0.130922	4.40676	0.445354	4.20638	4.18261	4.60265	0.170397	4.49905	0.324887	4.49905	0.324887	8.66008	1.43992	0.782541	0.317459	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.130922	0.445354	4.18261	0.170397	0.324887	0.324887	1	1
0.91	2.87539	3.26459	0.132106	4.36759	0.450656	4.2123	4.1446	4.56485	0.172361	4.4611	0.328036	4.4611	0.328036	8.64529	1.45471	0.786301	0.313699	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.132106	0.450656	4.1446	0.172361	0.328036	0.328036	1	1
0.92	2.85334	3.26547	0.133302	4.32885	0.455915	4.21775	4.107	4.52741	0.174343	4.42354	0.331173	4.42354	0.331173	8.63065	1.46935	0.790012	0.309988	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.133302	0.455915	4.107	0.174343	0.331173	0.331173	1	1
0.93	2.83175	3.26609	0.13451	4.29054	0.46113	4.22272	4.06983	4.49032	0.176342	4.38636	0.334299	4.38636	0.334299	8.61615	1.48385	0.793674	0.306326	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.13451	0.46113	4.06983	0.176342	0.334299	0.334299	1	1
0.94	2.81061	3.26645	0.13573	4.25265	0.466297	4.22724	4.03306	4.45358	0.178358	4.34957	0.337413	4.34957	0.337413	8.6018	1.4982	0.797289	0.302711	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.13573	0.466297	4.03306	0.178358	0.337413	0.337413	1	1
0.95	2.7899	3.26656	0.136962	4.2152	0.471416	4.2313	3.9967	4.4172	0.180391	4.31315	0.340516	4.31315	0.340516	8.58759	1.51241	0.800857	0.299143	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.136962	0.471416	3.9967	0.180391	0.340516	0.340516	1	1
0.96	2.76962	3.26642	0.138205	4.17816	0.476485	4.23492	3.96075	4.38116	0.182438	4.27711	0.343605	4.27711	0.343605	8.57353	1.52647	0.804378	0.295622	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.138205	0.476485	3.96075	0.182438	0.343605	0.343605	1	1
0.97	2.74975	3.26605	0.139459	4.14155	0.481503	4.23811	3.9252	4.34546	0.1845	4.24144	0.346682	4.24144	0.346682	8.55962	1.54038	0.807853	0.292147	1	1	10	0.1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0.139459	0.481503	3.9252	0.1845	0.346682	0.346682	1	1
